date,Share Price
11/08/2008,4620.399902
12/08/2008,4552.25
13/08/2008,4529.049805
14/08/2008,4430.700195
18/08/2008,4393.049805
19/08/2008,4368.25
20/08/2008,4415.75
21/08/2008,4283.850098
22/08/2008,4327.450195
25/08/2008,4335.350098
26/08/2008,4337.5
27/08/2008,4292.100098
28/08/2008,4214
29/08/2008,4360
01/09/2008,4348.649902
02/09/2008,4504
04/09/2008,4447.75
05/09/2008,4352.299805
08/09/2008,4482.299805
09/09/2008,4468.700195
10/09/2008,4400.25
11/09/2008,4290.299805
12/09/2008,4228.450195
15/09/2008,4072.899902
16/09/2008,4074.899902
17/09/2008,4008.25
18/09/2008,4038.149902
19/09/2008,4245.25
22/09/2008,4223.049805
23/09/2008,4126.899902
24/09/2008,4161.25
25/09/2008,4110.549805
26/09/2008,3985.25
29/09/2008,3850.050049
30/09/2008,3921.199951
01/10/2008,3950.75
03/10/2008,3818.300049
06/10/2008,3602.350098
07/10/2008,3606.600098
08/10/2008,3513.649902
10/10/2008,3279.949951
13/10/2008,3490.699951
14/10/2008,3518.649902
15/10/2008,3338.399902
16/10/2008,3269.300049
17/10/2008,3074.350098
20/10/2008,3122.800049
21/10/2008,3234.899902
22/10/2008,3065.149902
23/10/2008,2943.149902
24/10/2008,2584
27/10/2008,2524.199951
29/10/2008,2697.050049
31/10/2008,2885.600098
03/11/2008,3043.850098
04/11/2008,3142.100098
05/11/2008,2994.949951
06/11/2008,2892.649902
07/11/2008,2973
10/11/2008,3148.25
11/11/2008,2938.649902
12/11/2008,2848.449951
14/11/2008,2810.350098
17/11/2008,2799.550049
18/11/2008,2683.149902
19/11/2008,2635
20/11/2008,2553.149902
21/11/2008,2693.449951
24/11/2008,2708.25
25/11/2008,2654
26/11/2008,2752.25
27/11/2008,null
28/11/2008,2755.100098
01/12/2008,2682.899902
02/12/2008,2657.800049
03/12/2008,2656.449951
04/12/2008,2788
05/12/2008,2714.399902
08/12/2008,2784
10/12/2008,2928.25
11/12/2008,2920.149902
12/12/2008,2921.350098
15/12/2008,2981.199951
16/12/2008,3041.75
17/12/2008,2954.350098
18/12/2008,3060.75
19/12/2008,3077.5
22/12/2008,3039.300049
23/12/2008,2968.649902
24/12/2008,2916.850098
26/12/2008,2857.25
29/12/2008,2922.199951
30/12/2008,2979.5
31/12/2008,2959.149902
02/01/2009,3046.75
05/01/2009,3121.449951
06/01/2009,3112.800049
07/01/2009,2920.399902
09/01/2009,2873
12/01/2009,2773.100098
13/01/2009,2744.949951
14/01/2009,2835.300049
15/01/2009,2736.699951
16/01/2009,2828.449951
19/01/2009,2846.199951
20/01/2009,2796.600098
21/01/2009,2706.149902
22/01/2009,2713.800049
23/01/2009,2678.550049
27/01/2009,2771.350098
28/01/2009,2849.5
29/01/2009,2823.949951
30/01/2009,2874.800049
02/02/2009,2766.649902
03/02/2009,2783.899902
04/02/2009,2803.050049
05/02/2009,2780.050049
06/02/2009,2843.100098
09/02/2009,2919.899902
10/02/2009,2934.5
11/02/2009,2925.699951
12/02/2009,2893.050049
13/02/2009,2948.350098
16/02/2009,2848.5
17/02/2009,2770.5
18/02/2009,2776.149902
19/02/2009,2789.350098
20/02/2009,2736.449951
24/02/2009,2733.899902
25/02/2009,2762.5
26/02/2009,2785.649902
27/02/2009,2763.649902
02/03/2009,2674.600098
03/03/2009,2622.399902
04/03/2009,2645.199951
05/03/2009,2576.699951
06/03/2009,2620.149902
09/03/2009,2573.149902
12/03/2009,2617.449951
13/03/2009,2719.25
16/03/2009,2777.25
17/03/2009,2757.449951
18/03/2009,2794.699951
19/03/2009,2807.149902
20/03/2009,2807.050049
23/03/2009,2939.899902
24/03/2009,2938.699951
25/03/2009,2984.350098
26/03/2009,3082.25
27/03/2009,3108.649902
30/03/2009,2978.149902
31/03/2009,3020.949951
01/04/2009,3060.350098
02/04/2009,3211.050049
06/04/2009,3256.600098
08/04/2009,3342.949951
09/04/2009,3342.050049
13/04/2009,3382.600098
15/04/2009,3484.149902
16/04/2009,3369.5
17/04/2009,3384.399902
20/04/2009,3377.100098
21/04/2009,3365.300049
22/04/2009,3330.300049
23/04/2009,3423.699951
24/04/2009,3480.75
27/04/2009,3470
28/04/2009,3362.350098
29/04/2009,3473.949951
30/04/2009,null
04/05/2009,3654
05/05/2009,3661.899902
06/05/2009,3625.050049
07/05/2009,3683.899902
08/05/2009,3620.699951
11/05/2009,3554.600098
12/05/2009,3681.100098
13/05/2009,3635.25
14/05/2009,3593.449951
15/05/2009,3671.649902
18/05/2009,4323.149902
19/05/2009,4318.450195
20/05/2009,4270.299805
21/05/2009,4210.899902
22/05/2009,4238.5
25/05/2009,4237.549805
26/05/2009,4116.700195
27/05/2009,4276.049805
28/05/2009,4337.100098
29/05/2009,4448.950195
01/06/2009,4529.899902
02/06/2009,4525.25
03/06/2009,4530.700195
04/06/2009,4572.649902
05/06/2009,4586.899902
08/06/2009,4429.899902
09/06/2009,4550.950195
10/06/2009,4655.25
11/06/2009,4637.700195
12/06/2009,4583.399902
15/06/2009,4484
16/06/2009,4517.799805
17/06/2009,4356.149902
18/06/2009,4251.399902
19/06/2009,4313.600098
22/06/2009,4235.25
23/06/2009,4247
24/06/2009,4292.950195
25/06/2009,4241.850098
26/06/2009,4375.5
29/06/2009,4390.950195
30/06/2009,4291.100098
01/07/2009,4340.899902
02/07/2009,4348.850098
03/07/2009,4424.25
06/07/2009,4165.700195
07/07/2009,4202.149902
08/07/2009,4078.899902
09/07/2009,4080.949951
10/07/2009,4003.899902
13/07/2009,3974.050049
14/07/2009,4111.399902
15/07/2009,4233.5
16/07/2009,4231.399902
17/07/2009,4374.950195
20/07/2009,4502.25
21/07/2009,4469.100098
22/07/2009,4398.899902
23/07/2009,4523.75
24/07/2009,4568.549805
27/07/2009,4572.299805
28/07/2009,4564.100098
29/07/2009,4513.5
30/07/2009,4571.450195
31/07/2009,4636.450195
03/08/2009,4711.399902
04/08/2009,4680.5
05/08/2009,4694.149902
06/08/2009,4585.5
07/08/2009,4481.399902
10/08/2009,4437.649902
11/08/2009,4471.350098
12/08/2009,4457.5
13/08/2009,4605
14/08/2009,4580.049805
17/08/2009,4387.899902
18/08/2009,4458.899902
19/08/2009,4394.100098
20/08/2009,4453.450195
21/08/2009,4528.799805
24/08/2009,4642.799805
25/08/2009,4659.350098
26/08/2009,4680.850098
27/08/2009,4688.200195
28/08/2009,4732.350098
31/08/2009,4662.100098
01/09/2009,4625.350098
02/09/2009,4608.350098
03/09/2009,4593.549805
04/09/2009,4680.399902
07/09/2009,4782.899902
08/09/2009,4805.25
09/09/2009,4814.25
10/09/2009,4819.399902
11/09/2009,4829.549805
14/09/2009,4808.600098
15/09/2009,4892.100098
16/09/2009,4958.399902
17/09/2009,4965.549805
18/09/2009,4976.049805
22/09/2009,5020.200195
23/09/2009,4969.950195
24/09/2009,4986.549805
25/09/2009,4958.950195
29/09/2009,5006.850098
30/09/2009,5083.950195
01/10/2009,5083.399902
05/10/2009,5003.200195
06/10/2009,5027.399902
07/10/2009,4985.75
08/10/2009,5002.25
09/10/2009,4945.200195
12/10/2009,5054.25
13/10/2009,null
14/10/2009,5118.200195
15/10/2009,5108.850098
16/10/2009,5142.149902
20/10/2009,5114.450195
21/10/2009,5063.600098
22/10/2009,4988.600098
23/10/2009,4997.049805
26/10/2009,4970.899902
27/10/2009,4846.700195
28/10/2009,4826.149902
29/10/2009,4750.549805
30/10/2009,4711.700195
03/11/2009,4563.899902
04/11/2009,4710.799805
05/11/2009,4765.549805
06/11/2009,4796.149902
09/11/2009,4898.399902
10/11/2009,4881.700195
11/11/2009,5003.950195
12/11/2009,4952.649902
13/11/2009,4998.950195
16/11/2009,5058.049805
17/11/2009,5062.25
18/11/2009,5054.700195
19/11/2009,4989
20/11/2009,5052.450195
23/11/2009,5103.549805
24/11/2009,5090.549805
25/11/2009,5108.149902
26/11/2009,5005.549805
27/11/2009,4941.75
30/11/2009,5032.700195
01/12/2009,5122
02/12/2009,5123.25
03/12/2009,5131.700195
04/12/2009,5108.899902
07/12/2009,5066.700195
08/12/2009,5147.950195
09/12/2009,5112
10/12/2009,5134.649902
11/12/2009,5117.299805
14/12/2009,5105.700195
15/12/2009,5033.049805
16/12/2009,5042.049805
17/12/2009,5041.75
18/12/2009,4987.700195
21/12/2009,4952.600098
22/12/2009,4985.850098
23/12/2009,5144.600098
24/12/2009,5178.399902
29/12/2009,5187.950195
30/12/2009,5169.450195
31/12/2009,5201.049805
04/01/2010,5232.200195
05/01/2010,5277.899902
06/01/2010,5281.799805
07/01/2010,5263.100098
08/01/2010,5244.75
11/01/2010,5249.399902
12/01/2010,5210.399902
13/01/2010,5233.950195
14/01/2010,5259.899902
15/01/2010,5252.200195
18/01/2010,5274.850098
19/01/2010,5225.649902
20/01/2010,5221.700195
21/01/2010,5094.149902
22/01/2010,5036
25/01/2010,5007.899902
27/01/2010,4853.100098
28/01/2010,4867.25
29/01/2010,4882.049805
01/02/2010,4899.700195
02/02/2010,4830.100098
03/02/2010,4931.850098
04/02/2010,4845.350098
05/02/2010,4718.649902
06/02/2010,null
08/02/2010,4760.399902
09/02/2010,4792.649902
10/02/2010,4757.200195
11/02/2010,4826.850098
15/02/2010,4801.950195
16/02/2010,4855.75
17/02/2010,4914
18/02/2010,4887.75
19/02/2010,4844.899902
22/02/2010,4856.399902
23/02/2010,4870.049805
24/02/2010,4858.600098
25/02/2010,4859.75
26/02/2010,4922.299805
02/03/2010,5017
03/03/2010,5088.100098
04/03/2010,5080.25
05/03/2010,5088.700195
08/03/2010,5124
09/03/2010,5101.5
10/03/2010,5116.25
11/03/2010,5133.399902
12/03/2010,5137
15/03/2010,5128.899902
16/03/2010,5198.100098
17/03/2010,5231.899902
18/03/2010,5245.899902
19/03/2010,5262.799805
22/03/2010,5205.200195
23/03/2010,5225.299805
25/03/2010,5260.399902
26/03/2010,5282
29/03/2010,5302.850098
30/03/2010,5262.450195
31/03/2010,5249.100098
01/04/2010,5290.5
05/04/2010,5368.399902
06/04/2010,5366
07/04/2010,5374.649902
08/04/2010,5304.450195
09/04/2010,5361.75
12/04/2010,5339.700195
13/04/2010,5322.950195
15/04/2010,5273.600098
16/04/2010,5262.600098
19/04/2010,5203.649902
20/04/2010,5230.100098
21/04/2010,5244.899902
22/04/2010,5269.350098
23/04/2010,5304.100098
26/04/2010,5322.450195
27/04/2010,5308.350098
28/04/2010,5215.450195
29/04/2010,5254.149902
30/04/2010,5278
03/05/2010,5222.75
04/05/2010,5148.5
05/05/2010,5124.899902
06/05/2010,5090.850098
07/05/2010,5018.049805
10/05/2010,5193.600098
11/05/2010,5136.149902
12/05/2010,5156.649902
13/05/2010,5178.899902
14/05/2010,5093.5
17/05/2010,5059.899902
18/05/2010,5066.200195
19/05/2010,4919.649902
20/05/2010,4947.600098
21/05/2010,4931.149902
24/05/2010,4943.950195
25/05/2010,4806.75
26/05/2010,4917.399902
27/05/2010,5003.100098
28/05/2010,5066.549805
31/05/2010,5086.299805
01/06/2010,4970.200195
02/06/2010,5019.850098
03/06/2010,5110.5
04/06/2010,5135.5
07/06/2010,5034
08/06/2010,4987.100098
09/06/2010,5000.299805
10/06/2010,5078.600098
11/06/2010,5119.350098
14/06/2010,5197.700195
15/06/2010,5222.350098
16/06/2010,5233.350098
17/06/2010,5274.850098
18/06/2010,5262.600098
21/06/2010,5353.299805
22/06/2010,5316.549805
23/06/2010,5323.149902
24/06/2010,5320.600098
25/06/2010,5269.049805
28/06/2010,5333.5
29/06/2010,5256.149902
30/06/2010,5312.5
01/07/2010,5251.399902
02/07/2010,5237.100098
05/07/2010,5235.899902
06/07/2010,5289.049805
07/07/2010,5241.100098
08/07/2010,5296.850098
09/07/2010,5352.450195
12/07/2010,5383
13/07/2010,5400.649902
14/07/2010,5386.149902
15/07/2010,5378.75
16/07/2010,5393.899902
19/07/2010,5386.450195
20/07/2010,5368
21/07/2010,5399.350098
22/07/2010,5441.950195
23/07/2010,5449.100098
26/07/2010,5418.600098
27/07/2010,5430.600098
28/07/2010,5397.549805
29/07/2010,5408.899902
30/07/2010,5367.600098
02/08/2010,5431.649902
03/08/2010,5439.549805
04/08/2010,5467.850098
05/08/2010,5447.100098
06/08/2010,5439.25
09/08/2010,5486.149902
10/08/2010,5460.700195
11/08/2010,5420.600098
12/08/2010,5416.450195
13/08/2010,5452.100098
16/08/2010,5418.299805
17/08/2010,5414.149902
18/08/2010,5479.149902
19/08/2010,5540.200195
20/08/2010,5530.649902
23/08/2010,5543.5
24/08/2010,5505.100098
25/08/2010,5462.350098
26/08/2010,5477.899902
27/08/2010,5408.700195
30/08/2010,5415.450195
31/08/2010,5402.399902
01/09/2010,5471.850098
02/09/2010,5486.149902
03/09/2010,5479.399902
06/09/2010,5576.950195
07/09/2010,5604
08/09/2010,5607.850098
09/09/2010,5640.049805
13/09/2010,5760
14/09/2010,5795.549805
15/09/2010,5860.950195
16/09/2010,5828.700195
17/09/2010,5884.950195
20/09/2010,5980.450195
21/09/2010,6009.049805
22/09/2010,5991
23/09/2010,5959.549805
24/09/2010,6018.299805
27/09/2010,6035.649902
28/09/2010,6029.5
29/09/2010,5991.299805
30/09/2010,6029.950195
01/10/2010,6143.399902
04/10/2010,6159.450195
05/10/2010,6145.799805
06/10/2010,6186.450195
07/10/2010,6120.299805
08/10/2010,6103.450195
11/10/2010,6135.850098
12/10/2010,6090.899902
13/10/2010,6233.899902
14/10/2010,6177.350098
15/10/2010,6062.649902
18/10/2010,6075.950195
19/10/2010,6027.299805
20/10/2010,5982.100098
21/10/2010,6101.5
22/10/2010,6066.049805
25/10/2010,6105.799805
26/10/2010,6082
27/10/2010,6012.649902
28/10/2010,5987.700195
29/10/2010,6017.700195
01/11/2010,6117.549805
02/11/2010,6119
03/11/2010,6160.5
04/11/2010,6281.799805
08/11/2010,6273.200195
09/11/2010,6301.549805
10/11/2010,6275.700195
11/11/2010,6194.25
12/11/2010,6071.649902
15/11/2010,6121.600098
16/11/2010,5988.700195
18/11/2010,5998.799805
19/11/2010,5890.299805
22/11/2010,6010
23/11/2010,5934.75
24/11/2010,5865.75
25/11/2010,5799.75
26/11/2010,5751.950195
29/11/2010,5830
30/11/2010,5862.700195
01/12/2010,5960.899902
02/12/2010,6011.700195
03/12/2010,5992.799805
06/12/2010,5992.25
07/12/2010,5976.549805
08/12/2010,5903.700195
09/12/2010,5766.5
10/12/2010,5857.350098
13/12/2010,5907.649902
14/12/2010,5944.100098
15/12/2010,5892.299805
16/12/2010,5948.75
20/12/2010,5947.049805
21/12/2010,6000.649902
22/12/2010,5984.399902
23/12/2010,5980
24/12/2010,6011.600098
27/12/2010,5998.100098
28/12/2010,5996
29/12/2010,6060.350098
30/12/2010,6101.850098
31/12/2010,6134.5
03/01/2011,6157.600098
04/01/2011,6146.350098
05/01/2011,6079.799805
06/01/2011,6048.25
07/01/2011,5904.600098
10/01/2011,5762.850098
11/01/2011,5754.100098
12/01/2011,5863.25
13/01/2011,5751.899902
14/01/2011,5654.549805
17/01/2011,5654.75
18/01/2011,5724.049805
19/01/2011,5691.049805
20/01/2011,5711.600098
21/01/2011,5696.5
24/01/2011,5743.25
25/01/2011,5687.399902
27/01/2011,5604.299805
28/01/2011,5512.149902
31/01/2011,5505.899902
01/02/2011,5417.200195
02/02/2011,5432
03/02/2011,5526.75
04/02/2011,5395.75
07/02/2011,5396
08/02/2011,5312.549805
09/02/2011,5253.549805
10/02/2011,5225.799805
11/02/2011,5310
14/02/2011,5456
15/02/2011,5481
16/02/2011,5481.700195
17/02/2011,5546.450195
18/02/2011,5458.950195
21/02/2011,5518.600098
22/02/2011,5469.200195
23/02/2011,5437.350098
24/02/2011,5262.700195
25/02/2011,5303.549805
28/02/2011,5333.25
01/03/2011,5522.299805
03/03/2011,5536.200195
04/03/2011,5538.75
07/03/2011,5463.149902
08/03/2011,5520.799805
09/03/2011,5531
10/03/2011,5494.399902
11/03/2011,5445.450195
14/03/2011,5531.5
15/03/2011,5449.649902
16/03/2011,5511.149902
17/03/2011,5446.649902
18/03/2011,5373.700195
21/03/2011,5364.75
22/03/2011,5413.850098
23/03/2011,5480.25
24/03/2011,5522.399902
25/03/2011,5654.25
28/03/2011,5687.25
29/03/2011,5736.350098
30/03/2011,5787.649902
31/03/2011,5833.75
01/04/2011,5826.049805
04/04/2011,5908.450195
05/04/2011,5910.049805
06/04/2011,5891.75
07/04/2011,5885.700195
08/04/2011,5842
11/04/2011,5785.700195
13/04/2011,5911.5
15/04/2011,5824.549805
18/04/2011,5729.100098
19/04/2011,5740.75
20/04/2011,5851.649902
21/04/2011,5884.700195
25/04/2011,5874.5
26/04/2011,5868.399902
27/04/2011,5833.899902
28/04/2011,5785.450195
29/04/2011,5749.5
02/05/2011,5701.299805
03/05/2011,5565.25
04/05/2011,5537.149902
05/05/2011,5459.850098
06/05/2011,5551.450195
09/05/2011,5551.100098
10/05/2011,5541.25
11/05/2011,5565.049805
12/05/2011,5486.149902
13/05/2011,5544.75
16/05/2011,5499
17/05/2011,5438.950195
18/05/2011,5420.600098
19/05/2011,5428.100098
20/05/2011,5486.350098
23/05/2011,5386.549805
24/05/2011,5394.850098
25/05/2011,5348.950195
26/05/2011,5412.350098
27/05/2011,5476.100098
30/05/2011,5473.100098
31/05/2011,null
01/06/2011,5592
02/06/2011,5550.350098
03/06/2011,5516.75
06/06/2011,5532.049805
07/06/2011,5556.149902
08/06/2011,5526.850098
09/06/2011,5521.049805
10/06/2011,5485.799805
13/06/2011,5482.799805
14/06/2011,5500.5
15/06/2011,5447.5
16/06/2011,5396.75
17/06/2011,5366.399902
20/06/2011,5257.899902
21/06/2011,5275.850098
22/06/2011,5278.299805
23/06/2011,5320
24/06/2011,5471.25
27/06/2011,5526.600098
28/06/2011,5545.299805
29/06/2011,5600.450195
30/06/2011,5647.399902
01/07/2011,5627.200195
04/07/2011,5650.5
05/07/2011,5632.100098
06/07/2011,5625.450195
07/07/2011,5728.950195
08/07/2011,5660.649902
11/07/2011,5616.100098
12/07/2011,5526.149902
13/07/2011,5585.450195
14/07/2011,5512.299805
15/07/2011,5581.100098
18/07/2011,5567.049805
19/07/2011,5613.549805
20/07/2011,5567.049805
21/07/2011,5541.600098
22/07/2011,5633.950195
25/07/2011,5680.299805
26/07/2011,5574.850098
27/07/2011,5546.799805
28/07/2011,5487.75
29/07/2011,5482
01/08/2011,5516.799805
02/08/2011,5456.549805
03/08/2011,5404.799805
04/08/2011,5331.799805
05/08/2011,5211.25
08/08/2011,5118.5
09/08/2011,5072.850098
10/08/2011,5161
11/08/2011,5138.299805
12/08/2011,5072.950195
16/08/2011,5035.799805
17/08/2011,5056.600098
18/08/2011,4944.149902
19/08/2011,4845.649902
22/08/2011,4898.799805
23/08/2011,4948.899902
24/08/2011,4888.899902
25/08/2011,4839.600098
26/08/2011,4747.799805
29/08/2011,4919.600098
30/08/2011,5001
02/09/2011,5040
05/09/2011,5017.200195
06/09/2011,5064.299805
07/09/2011,5124.649902
08/09/2011,5153.25
09/09/2011,5059.450195
12/09/2011,4946.799805
13/09/2011,4940.950195
14/09/2011,5012.549805
15/09/2011,5075.700195
16/09/2011,5084.25
19/09/2011,5031.950195
20/09/2011,5140.200195
21/09/2011,5133.25
22/09/2011,4923.649902
23/09/2011,4867.75
26/09/2011,4835.399902
27/09/2011,4971.25
28/09/2011,4945.899902
29/09/2011,5015.450195
30/09/2011,4943.25
03/10/2011,4849.5
04/10/2011,4772.149902
05/10/2011,4751.299805
07/10/2011,4888.049805
10/10/2011,4979.600098
11/10/2011,4974.350098
12/10/2011,5099.399902
13/10/2011,5077.850098
14/10/2011,5132.299805
17/10/2011,5118.25
18/10/2011,5037.5
19/10/2011,5139.149902
20/10/2011,5091.899902
21/10/2011,5049.950195
24/10/2011,5098.350098
25/10/2011,5191.600098
28/10/2011,5360.700195
31/10/2011,5326.600098
01/11/2011,5257.950195
02/11/2011,5258.450195
03/11/2011,5265.75
04/11/2011,5284.200195
08/11/2011,5289.350098
09/11/2011,5221.049805
11/11/2011,5168.850098
14/11/2011,5148.350098
15/11/2011,5068.5
16/11/2011,5030.450195
17/11/2011,4934.75
18/11/2011,4905.799805
21/11/2011,4778.350098
22/11/2011,4812.350098
23/11/2011,4706.450195
24/11/2011,null
25/11/2011,4710.049805
28/11/2011,4851.299805
29/11/2011,4805.100098
30/11/2011,4832.049805
01/12/2011,4936.850098
02/12/2011,5050.149902
05/12/2011,5039.149902
07/12/2011,5062.600098
08/12/2011,4943.649902
09/12/2011,4866.700195
12/12/2011,4764.600098
13/12/2011,4800.600098
14/12/2011,4763.25
15/12/2011,4746.350098
16/12/2011,4651.600098
19/12/2011,4613.100098
20/12/2011,4544.200195
21/12/2011,4693.149902
22/12/2011,4733.850098
23/12/2011,4714
26/12/2011,null
27/12/2011,4750.5
28/12/2011,4705.799805
29/12/2011,4646.25
30/12/2011,4624.299805
02/01/2012,null
03/01/2012,4765.299805
04/01/2012,4749.649902
05/01/2012,4749.950195
06/01/2012,4754.100098
07/01/2012,null
09/01/2012,4742.799805
10/01/2012,4849.549805
11/01/2012,4860.950195
12/01/2012,4831.25
13/01/2012,4866
16/01/2012,4873.899902
17/01/2012,4967.299805
18/01/2012,4955.799805
19/01/2012,5018.399902
20/01/2012,5048.600098
23/01/2012,5046.25
24/01/2012,5127.350098
25/01/2012,5158.299805
27/01/2012,5204.700195
30/01/2012,5087.299805
31/01/2012,5199.25
01/02/2012,5235.700195
02/02/2012,5269.899902
03/02/2012,5325.850098
06/02/2012,5361.649902
07/02/2012,5335.149902
08/02/2012,5368.149902
09/02/2012,5412.350098
10/02/2012,5381.600098
13/02/2012,5390.200195
14/02/2012,5416.049805
15/02/2012,5531.950195
16/02/2012,5521.950195
17/02/2012,5564.299805
21/02/2012,5607.149902
22/02/2012,5505.350098
23/02/2012,5483.299805
24/02/2012,5429.299805
27/02/2012,5281.200195
28/02/2012,5375.5
29/02/2012,5385.200195
01/03/2012,5339.75
02/03/2012,5359.350098
03/03/2012,null
05/03/2012,5280.350098
06/03/2012,5222.399902
07/03/2012,5220.450195
09/03/2012,5333.549805
12/03/2012,5359.549805
13/03/2012,5429.5
